date,name,value,description
2017-01-02,aldi - Omitted due to Privacy Reasons,-21.23,aldi - Omitted due to Privacy Reasons
2017-01-02,,48.79,
2016-12-27,,27.25,
2016-12-23,Hanzehogeschool - Omitted due to Privacy Reasons,-0.96,Hanzehogeschool - Omitted due to Privacy Reasons
2016-12-22,toprekening - Omitted due to Privacy Reasons,-931.08,toprekening - Omitted due to Privacy Reasons
2016-12-22,salaris - Omitted due to Privacy Reasons,769.96,salaris - Omitted due to Privacy Reasons
2016-12-22,toprekening - Omitted due to Privacy Reasons,-94.54,toprekening - Omitted due to Privacy Reasons
2016-12-22,lidl - Omitted due to Privacy Reasons,-1.11,lidl - Omitted due to Privacy Reasons
2016-12-22,Kiosk - Omitted due to Privacy Reasons,-1.43,Kiosk - Omitted due to Privacy Reasons
2016-12-22,studiefinanciering - Omitted due to Privacy Reasons,111.52,studiefinanciering - Omitted due to Privacy Reasons
2016-12-20,jumbo - Omitted due to Privacy Reasons,-3.36,jumbo - Omitted due to Privacy Reasons
2016-12-19,toprekening - Omitted due to Privacy Reasons,80.02,toprekening - Omitted due to Privacy Reasons
2016-12-19,,-10.21,
2016-12-15,Media Markt - Omitted due to Privacy Reasons,-9.18,Media Markt - Omitted due to Privacy Reasons
2016-12-15,Kiosk - Omitted due to Privacy Reasons,-1.84,Kiosk - Omitted due to Privacy Reasons
2016-12-14,,27.22,
2016-12-14,,-53.97,
2016-12-13,Hanzehogeschool - Omitted due to Privacy Reasons,-0.96,Hanzehogeschool - Omitted due to Privacy Reasons
2016-12-13,stuvia - Omitted due to Privacy Reasons,21.59,stuvia - Omitted due to Privacy Reasons
2016-12-09,toprekening - Omitted due to Privacy Reasons,-30.07,toprekening - Omitted due to Privacy Reasons
2016-12-09,,-4.6,
2016-12-08,PayPal - Omitted due to Privacy Reasons,10.08,PayPal - Omitted due to Privacy Reasons
2016-12-07,knoowy - Omitted due to Privacy Reasons,16.1,knoowy - Omitted due to Privacy Reasons
2016-12-05,Diensten - Omitted due to Privacy Reasons,-36.03,Diensten - Omitted due to Privacy Reasons
2016-12-05,storting ing - Omitted due to Privacy Reasons,83.11,storting ing - Omitted due to Privacy Reasons
2016-12-05,toprekening - Omitted due to Privacy Reasons,-46.66,toprekening - Omitted due to Privacy Reasons
2016-12-05,pizza - Omitted due to Privacy Reasons,55.73,pizza - Omitted due to Privacy Reasons
2016-12-05,Basic-Fit - Omitted due to Privacy Reasons,-18.88,Basic-Fit - Omitted due to Privacy Reasons
2016-12-02,pizza - Omitted due to Privacy Reasons,-14.25,pizza - Omitted due to Privacy Reasons
2016-12-02,Hanzehogeschool - Omitted due to Privacy Reasons,-2.29,Hanzehogeschool - Omitted due to Privacy Reasons
2016-12-01,Hanzehogeschool - Omitted due to Privacy Reasons,-2.95,Hanzehogeschool - Omitted due to Privacy Reasons
2016-11-29,jumbo - Omitted due to Privacy Reasons,-3.16,jumbo - Omitted due to Privacy Reasons
2016-11-28,Albert Heijn - Omitted due to Privacy Reasons,-1.63,Albert Heijn - Omitted due to Privacy Reasons
2016-11-28,Jack & Jones - Omitted due to Privacy Reasons,-35.08,Jack & Jones - Omitted due to Privacy Reasons
2016-11-28,C&A - Omitted due to Privacy Reasons,-7.9,C&A - Omitted due to Privacy Reasons
2016-11-25,toprekening - Omitted due to Privacy Reasons,52.62,toprekening - Omitted due to Privacy Reasons
2016-11-25,Kiosk - Omitted due to Privacy Reasons,-2.02,Kiosk - Omitted due to Privacy Reasons
2016-11-24,toprekening - Omitted due to Privacy Reasons,-642.73,toprekening - Omitted due to Privacy Reasons
2016-11-24,salaris - Omitted due to Privacy Reasons,704.46,salaris - Omitted due to Privacy Reasons
2016-11-24,koffie - Omitted due to Privacy Reasons,-8.58,koffie - Omitted due to Privacy Reasons
2016-11-24,toprekening - Omitted due to Privacy Reasons,-103.09,toprekening - Omitted due to Privacy Reasons
2016-11-24,studiefinanciering - Omitted due to Privacy Reasons,99.57,studiefinanciering - Omitted due to Privacy Reasons
2016-11-21,toprekening - Omitted due to Privacy Reasons,51.94,toprekening - Omitted due to Privacy Reasons
2016-11-21,McDonalds - Omitted due to Privacy Reasons,-10.05,McDonalds - Omitted due to Privacy Reasons
2016-11-21,PayPal - Omitted due to Privacy Reasons,-27.1,PayPal - Omitted due to Privacy Reasons
2016-11-18,Kiosk - Omitted due to Privacy Reasons,-2.11,Kiosk - Omitted due to Privacy Reasons
2016-11-17,Mode - Omitted due to Privacy Reasons,-18.2,Mode - Omitted due to Privacy Reasons
2016-11-17,MC Donalds - Omitted due to Privacy Reasons,-3.75,MC Donalds - Omitted due to Privacy Reasons
2016-11-16,toprekening - Omitted due to Privacy Reasons,49.15,toprekening - Omitted due to Privacy Reasons
2016-11-14,Albert Heijn - Omitted due to Privacy Reasons,-1.74,Albert Heijn - Omitted due to Privacy Reasons
2016-11-14,,-51.69,
2016-11-11,lidl - Omitted due to Privacy Reasons,-3.64,lidl - Omitted due to Privacy Reasons
2016-11-10,toprekening - Omitted due to Privacy Reasons,-52.8,toprekening - Omitted due to Privacy Reasons
2016-11-09,,45.73,
2016-11-09,,-45.45,
2016-11-08,,45.07,
2016-11-08,toprekening - Omitted due to Privacy Reasons,54.05,toprekening - Omitted due to Privacy Reasons
2016-11-08,jumbo - Omitted due to Privacy Reasons,-4.34,jumbo - Omitted due to Privacy Reasons
2016-11-07,toprekening - Omitted due to Privacy Reasons,52.01,toprekening - Omitted due to Privacy Reasons
2016-11-07,bol.com - Omitted due to Privacy Reasons,-42.24,bol.com - Omitted due to Privacy Reasons
2016-11-04,Kiosk - Omitted due to Privacy Reasons,-1.49,Kiosk - Omitted due to Privacy Reasons
2016-11-03,Hanzehogeschool - Omitted due to Privacy Reasons,-1.06,Hanzehogeschool - Omitted due to Privacy Reasons
2016-11-03,Hanzehogeschool - Omitted due to Privacy Reasons,-1.07,Hanzehogeschool - Omitted due to Privacy Reasons
2016-11-03,Albert Heijn - Omitted due to Privacy Reasons,-3.19,Albert Heijn - Omitted due to Privacy Reasons
2016-11-02,bar - Omitted due to Privacy Reasons,-40.71,bar - Omitted due to Privacy Reasons
2016-11-01,jumbo - Omitted due to Privacy Reasons,-4.84,jumbo - Omitted due to Privacy Reasons
2016-10-31,pizza - Omitted due to Privacy Reasons,25.74,pizza - Omitted due to Privacy Reasons
2016-10-28,pizza - Omitted due to Privacy Reasons,-27.39,pizza - Omitted due to Privacy Reasons
2016-10-28,Kiosk - Omitted due to Privacy Reasons,-1.04,Kiosk - Omitted due to Privacy Reasons
2016-10-28,Hanzehogeschool - Omitted due to Privacy Reasons,-1.07,Hanzehogeschool - Omitted due to Privacy Reasons
2016-10-27,Hanzehogeschool - Omitted due to Privacy Reasons,-0.84,Hanzehogeschool - Omitted due to Privacy Reasons
2016-10-27,Gem Smallingerland - Omitted due to Privacy Reasons,-39.64,Gem Smallingerland - Omitted due to Privacy Reasons
2016-10-26,toprekening - Omitted due to Privacy Reasons,283.44,toprekening - Omitted due to Privacy Reasons
2016-10-26,Media Markt - Omitted due to Privacy Reasons,-270.92,Media Markt - Omitted due to Privacy Reasons
2016-10-26,toprekening - Omitted due to Privacy Reasons,45.12,toprekening - Omitted due to Privacy Reasons
2016-10-26,TWEEWIELERCENTRUM - Omitted due to Privacy Reasons,-6.58,TWEEWIELERCENTRUM - Omitted due to Privacy Reasons
2016-10-26,jumbo - Omitted due to Privacy Reasons,-1.5,jumbo - Omitted due to Privacy Reasons
2016-10-25,toprekening - Omitted due to Privacy Reasons,-303.76,toprekening - Omitted due to Privacy Reasons
2016-10-24,salaris - Omitted due to Privacy Reasons,164.31,salaris - Omitted due to Privacy Reasons
2016-10-24,studiefinanciering - Omitted due to Privacy Reasons,112.63,studiefinanciering - Omitted due to Privacy Reasons
2016-10-17,Vodafone - Omitted due to Privacy Reasons,-9.76,Vodafone - Omitted due to Privacy Reasons
2016-10-17,toprekening - Omitted due to Privacy Reasons,96.12,toprekening - Omitted due to Privacy Reasons
2016-10-17,,-47.67,
2016-10-17,lidl - Omitted due to Privacy Reasons,-53.33,lidl - Omitted due to Privacy Reasons
2016-10-17,,-12.2,
2016-10-14,lidl - Omitted due to Privacy Reasons,50.2,lidl - Omitted due to Privacy Reasons
2016-10-12,toprekening - Omitted due to Privacy Reasons,-54.49,toprekening - Omitted due to Privacy Reasons
2016-10-10,Fiets - Omitted due to Privacy Reasons,71.15,Fiets - Omitted due to Privacy Reasons
2016-10-10,toprekening - Omitted due to Privacy Reasons,51.04,toprekening - Omitted due to Privacy Reasons
2016-10-10,,-9.2,
2016-10-07,lidl - Omitted due to Privacy Reasons,-17.64,lidl - Omitted due to Privacy Reasons
2016-10-06,Kiosk - Omitted due to Privacy Reasons,-1.75,Kiosk - Omitted due to Privacy Reasons
2016-10-06,Hanzehogeschool - Omitted due to Privacy Reasons,-3.17,Hanzehogeschool - Omitted due to Privacy Reasons
2016-10-06,lidl - Omitted due to Privacy Reasons,-59.09,lidl - Omitted due to Privacy Reasons
2016-10-05,TWEEWIELERCENTRUM - Omitted due to Privacy Reasons,-6.94,TWEEWIELERCENTRUM - Omitted due to Privacy Reasons
2016-10-04,lidl - Omitted due to Privacy Reasons,-1.09,lidl - Omitted due to Privacy Reasons
2016-10-03,jumbo - Omitted due to Privacy Reasons,-2.37,jumbo - Omitted due to Privacy Reasons
2016-09-27,jumbo - Omitted due to Privacy Reasons,-3.65,jumbo - Omitted due to Privacy Reasons
2016-09-27,Hanzehogeschool - Omitted due to Privacy Reasons,-1.09,Hanzehogeschool - Omitted due to Privacy Reasons
2016-09-26,McD - Omitted due to Privacy Reasons,-9.02,McD - Omitted due to Privacy Reasons
2016-09-23,Steam - Omitted due to Privacy Reasons,-18.78,Steam - Omitted due to Privacy Reasons
2016-09-23,lidl - Omitted due to Privacy Reasons,-2.29,lidl - Omitted due to Privacy Reasons
2016-09-23,studiefinanciering - Omitted due to Privacy Reasons,98.05,studiefinanciering - Omitted due to Privacy Reasons
2016-09-21,Mode - Omitted due to Privacy Reasons,-18.77,Mode - Omitted due to Privacy Reasons
2016-09-21,jumbo - Omitted due to Privacy Reasons,-1.46,jumbo - Omitted due to Privacy Reasons
2016-09-16,Albert Heijn - Omitted due to Privacy Reasons,-1.44,Albert Heijn - Omitted due to Privacy Reasons
2016-09-13,PayPal - Omitted due to Privacy Reasons,12.56,PayPal - Omitted due to Privacy Reasons
2016-09-09,,-11.0,
2016-09-07,lidl - Omitted due to Privacy Reasons,-4.71,lidl - Omitted due to Privacy Reasons
2016-09-05,lidl - Omitted due to Privacy Reasons,-4.45,lidl - Omitted due to Privacy Reasons
2016-09-05,jumbo - Omitted due to Privacy Reasons,-2.73,jumbo - Omitted due to Privacy Reasons
2016-09-05,lidl - Omitted due to Privacy Reasons,-2.61,lidl - Omitted due to Privacy Reasons
2016-09-05,espresso - Omitted due to Privacy Reasons,-6.11,espresso - Omitted due to Privacy Reasons
2016-08-31,toprekening - Omitted due to Privacy Reasons,-53.41,toprekening - Omitted due to Privacy Reasons
2016-08-29,,-0.01,
2016-08-29,jumbo - Omitted due to Privacy Reasons,-2.0,jumbo - Omitted due to Privacy Reasons
2016-08-26,,15.67,
2016-08-25,Appelscha-Outdoor - Omitted due to Privacy Reasons,-28.12,Appelscha-Outdoor - Omitted due to Privacy Reasons
2016-08-24,studiefinanciering - Omitted due to Privacy Reasons,105.15,studiefinanciering - Omitted due to Privacy Reasons
2016-08-22,Van Haren - Omitted due to Privacy Reasons,-50.52,Van Haren - Omitted due to Privacy Reasons
2016-08-15,,-184.89,
2016-08-15,McD - Omitted due to Privacy Reasons,-2.32,McD - Omitted due to Privacy Reasons
2016-08-15,,-69.69,
2016-08-15,CoolBlue - Omitted due to Privacy Reasons,-214.94,CoolBlue - Omitted due to Privacy Reasons
2016-08-15,toprekening - Omitted due to Privacy Reasons,287.37,toprekening - Omitted due to Privacy Reasons
2016-08-12,lidl - Omitted due to Privacy Reasons,-8.21,lidl - Omitted due to Privacy Reasons
2016-08-11,,-5.56,
2016-08-11,lidl - Omitted due to Privacy Reasons,-4.64,lidl - Omitted due to Privacy Reasons
2016-08-10,lidl - Omitted due to Privacy Reasons,-26.16,lidl - Omitted due to Privacy Reasons
2016-08-08,,-34.18,
2016-08-04,MC DO - Omitted due to Privacy Reasons,-36.06,MC DO - Omitted due to Privacy Reasons
2016-08-03,,-107.17,
2016-08-02,,-34.88,
2016-08-01,,-36.5,
2016-08-01,,-3.16,
2016-08-01,MC DO - Omitted due to Privacy Reasons,-6.77,MC DO - Omitted due to Privacy Reasons
2016-08-01,MC DO - Omitted due to Privacy Reasons,-35.96,MC DO - Omitted due to Privacy Reasons
2016-08-01,Veneboer Sport - Omitted due to Privacy Reasons,-23.59,Veneboer Sport - Omitted due to Privacy Reasons
2016-07-29,toprekening - Omitted due to Privacy Reasons,570.55,toprekening - Omitted due to Privacy Reasons
2016-07-29,Leffel Sport - Omitted due to Privacy Reasons,-9.19,Leffel Sport - Omitted due to Privacy Reasons
2016-07-29,Bax-shop - Omitted due to Privacy Reasons,-20.26,Bax-shop - Omitted due to Privacy Reasons
2016-07-28,,19.13,
2016-07-28,action - Omitted due to Privacy Reasons,-17.88,action - Omitted due to Privacy Reasons
2016-07-27,toprekening - Omitted due to Privacy Reasons,48.79,toprekening - Omitted due to Privacy Reasons
2016-07-27,KabelDirect - Omitted due to Privacy Reasons,-18.89,KabelDirect - Omitted due to Privacy Reasons
2016-07-27,action - Omitted due to Privacy Reasons,-2.81,action - Omitted due to Privacy Reasons
2016-07-27,Media Markt - Omitted due to Privacy Reasons,-14.38,Media Markt - Omitted due to Privacy Reasons
2016-07-27,,-8.07,
2016-07-22,,-79.13,
2016-07-22,toprekening - Omitted due to Privacy Reasons,109.13,toprekening - Omitted due to Privacy Reasons
2016-07-22,toprekening - Omitted due to Privacy Reasons,-101.8,toprekening - Omitted due to Privacy Reasons
2016-07-22,studiefinanciering - Omitted due to Privacy Reasons,100.23,studiefinanciering - Omitted due to Privacy Reasons
2016-07-21,Media Markt - Omitted due to Privacy Reasons,-27.99,Media Markt - Omitted due to Privacy Reasons
2016-07-19,stuvia - Omitted due to Privacy Reasons,58.1,stuvia - Omitted due to Privacy Reasons
2016-07-18,bol.com - Omitted due to Privacy Reasons,-11.03,bol.com - Omitted due to Privacy Reasons
2016-07-18,,-14.65,
2016-07-14,jumbo - Omitted due to Privacy Reasons,-3.66,jumbo - Omitted due to Privacy Reasons
2016-07-14,kafe - Omitted due to Privacy Reasons,-4.4,kafe - Omitted due to Privacy Reasons
2016-07-14,kafe - Omitted due to Privacy Reasons,-4.98,kafe - Omitted due to Privacy Reasons
2016-07-12,Expert - Omitted due to Privacy Reasons,-16.28,Expert - Omitted due to Privacy Reasons
2016-07-12,Bristol - Omitted due to Privacy Reasons,-3.07,Bristol - Omitted due to Privacy Reasons
2016-07-12,toprekening - Omitted due to Privacy Reasons,50.81,toprekening - Omitted due to Privacy Reasons
2016-07-12,lidl - Omitted due to Privacy Reasons,-0.59,lidl - Omitted due to Privacy Reasons
2016-07-11,blokker - Omitted due to Privacy Reasons,-18.33,blokker - Omitted due to Privacy Reasons
2016-07-11,Fiets - Omitted due to Privacy Reasons,-16.14,Fiets - Omitted due to Privacy Reasons
2016-07-11,Stek - Omitted due to Privacy Reasons,39.23,Stek - Omitted due to Privacy Reasons
2016-07-11,toprekening - Omitted due to Privacy Reasons,-50.91,toprekening - Omitted due to Privacy Reasons
2016-07-11,toprekening - Omitted due to Privacy Reasons,54.09,toprekening - Omitted due to Privacy Reasons
2016-07-11,Vodafone - Omitted due to Privacy Reasons,-9.43,Vodafone - Omitted due to Privacy Reasons
2016-07-07,pizza - Omitted due to Privacy Reasons,-24.18,pizza - Omitted due to Privacy Reasons
2016-07-07,,-24.06,
2016-07-07,PayPal - Omitted due to Privacy Reasons,30.98,PayPal - Omitted due to Privacy Reasons
2016-07-07,PayPal - Omitted due to Privacy Reasons,9.36,PayPal - Omitted due to Privacy Reasons
2016-07-06,PayPal - Omitted due to Privacy Reasons,-9.74,PayPal - Omitted due to Privacy Reasons
2016-07-06,toprekening - Omitted due to Privacy Reasons,47.87,toprekening - Omitted due to Privacy Reasons
2016-07-06,PayPal - Omitted due to Privacy Reasons,-21.61,PayPal - Omitted due to Privacy Reasons
2016-07-06,,-25.85,
2016-07-06,jumbo - Omitted due to Privacy Reasons,-2.11,jumbo - Omitted due to Privacy Reasons
2016-07-04,,215.25,
2016-07-04,toprekening - Omitted due to Privacy Reasons,-207.31,toprekening - Omitted due to Privacy Reasons
2016-07-04,,-6.69,
2016-07-04,CURACAO - Omitted due to Privacy Reasons,-643.98,CURACAO - Omitted due to Privacy Reasons
2016-07-01,Transfer provisie - Omitted due to Privacy Reasons,-5.12,Transfer provisie - Omitted due to Privacy Reasons
2016-07-01,Borg - Omitted due to Privacy Reasons,554.63,Borg - Omitted due to Privacy Reasons
2016-06-27,toprekening - Omitted due to Privacy Reasons,-412.08,toprekening - Omitted due to Privacy Reasons
2016-06-27,TICKETSCRIPT - Omitted due to Privacy Reasons,-28.3,TICKETSCRIPT - Omitted due to Privacy Reasons
2016-06-27,storting ing - Omitted due to Privacy Reasons,391.62,storting ing - Omitted due to Privacy Reasons
2016-06-24,,90.02,
2016-06-24,toprekening - Omitted due to Privacy Reasons,-380.89,toprekening - Omitted due to Privacy Reasons
2016-06-24,studiefinanciering - Omitted due to Privacy Reasons,392.13,studiefinanciering - Omitted due to Privacy Reasons
2016-06-23,,28.47,
2016-06-22,Fiets - Omitted due to Privacy Reasons,-92.91,Fiets - Omitted due to Privacy Reasons
2016-06-22,toprekening - Omitted due to Privacy Reasons,47.2,toprekening - Omitted due to Privacy Reasons
2016-06-22,lidl - Omitted due to Privacy Reasons,-1.17,lidl - Omitted due to Privacy Reasons
2016-06-21,CoolBlue - Omitted due to Privacy Reasons,-65.11,CoolBlue - Omitted due to Privacy Reasons
2016-06-21,Cameranu - Omitted due to Privacy Reasons,-5.78,Cameranu - Omitted due to Privacy Reasons
2016-06-21,toprekening - Omitted due to Privacy Reasons,46.11,toprekening - Omitted due to Privacy Reasons
2016-06-21,toprekening - Omitted due to Privacy Reasons,-152.66,toprekening - Omitted due to Privacy Reasons
2016-06-21,CURACAO - Omitted due to Privacy Reasons,-7.49,CURACAO - Omitted due to Privacy Reasons
2016-06-21,CURACAO - Omitted due to Privacy Reasons,-39.84,CURACAO - Omitted due to Privacy Reasons
2016-06-20,Willemstad - Omitted due to Privacy Reasons,226.17,Willemstad - Omitted due to Privacy Reasons
2016-06-20,CURACAO - Omitted due to Privacy Reasons,-8.14,CURACAO - Omitted due to Privacy Reasons
2016-06-20,CURACAO - Omitted due to Privacy Reasons,-45.36,CURACAO - Omitted due to Privacy Reasons
2016-06-20,CURACAO - Omitted due to Privacy Reasons,-7.9,CURACAO - Omitted due to Privacy Reasons
2016-06-20,toprekening - Omitted due to Privacy Reasons,53.78,toprekening - Omitted due to Privacy Reasons
2016-06-17,toprekening - Omitted due to Privacy Reasons,46.24,toprekening - Omitted due to Privacy Reasons
2016-06-17,CURACAO - Omitted due to Privacy Reasons,-27.34,CURACAO - Omitted due to Privacy Reasons
2016-06-15,CURACAO - Omitted due to Privacy Reasons,-17.27,CURACAO - Omitted due to Privacy Reasons
